locationabbr,income,sex,ageyears,race_ethnicity,education,questionid,behavior_pct
DE,50000 - 74999,,,,,Q019,16.303700962250186
DE,50000 - 74999,,,,,Q043,53.13458294283036
DE,50000 - 74999,,,,,Q044,24.0878010139417
DE,50000 - 74999,,,,,Q045,31.879043062200953
DE,50000 - 74999,,,,,Q046,33.55161485058859
DE,50000 - 74999,,,,,Q047,22.81097577298889
DE,75000 or greater,,,,,Q018,32.909611366485585
DE,75000 or greater,,,,,Q019,11.597623089983022
DE,75000 or greater,,,,,Q043,56.58233197556008
DE,75000 or greater,,,,,Q044,26.1978745286253
DE,75000 or greater,,,,,Q045,33.97658954584404
DE,75000 or greater,,,,,Q046,36.817594433399606
DE,75000 or greater,,,,,Q047,15.939644789999239
DE,Less than 15000,,,,,Q018,39.189820359281434
DE,Less than 15000,,,,,Q019,34.00648148148148
DE,Less than 15000,,,,,Q043,40.19742585338557
DE,Less than 15000,,,,,Q044,15.267027334851937
DE,Less than 15000,,,,,Q045,26.870112994350286
DE,Less than 15000,,,,,Q046,27.645612134344532
DE,Less than 15000,,,,,Q047,42.46671435383881
DE,,Female,,,,Q018,34.88069184609954
DE,,Female,,,,Q019,15.767469661293246
DE,,Female,,,,Q043,48.6595859849316
DE,,Female,,,,Q044,19.11294214014446
DE,,Female,,,,Q045,29.536897758582178
DE,,Female,,,,Q046,27.982395504039342
DE,,Female,,,,Q047,28.970835942391986
DE,,Male,,,,Q018,39.749637919684005
DE,,Male,,,,Q019,23.08267484105359
DE,,Male,,,,Q043,52.752386237513875
DE,,Male,,,,Q044,25.607292093404343
DE,,Male,,,,Q045,35.01790155174185
DE,,Male,,,,Q046,38.639369317082604
DE,,Male,,,,Q047,23.65380603027861
DE,,,18-24,,,Q018,38.62524916943522
DE,,,18-24,,,Q019,28.51824324324324
DE,,,18-24,,,Q043,53.71100628930818
DE,,,18-24,,,Q044,30.55187250996016
DE,,,18-24,,,Q045,33.53736089030207
DE,,,18-24,,,Q046,45.23932075471698
DE,,,18-24,,,Q047,19.053280254777068
DE,,,25-34,,,Q018,39.01808318264015
DE,,,25-34,,,Q019,23.136817761332097
DE,,,25-34,,,Q043,48.98765743073048
DE,,,25-34,,,Q044,23.46168941979522
DE,,,25-34,,,Q045,28.117639484978543
DE,,,25-34,,,Q046,36.02397094430992
DE,,,25-34,,,Q047,22.612875689133915
DE,,,35-44,,,Q018,35.813709677419354
DE,,,35-44,,,Q019,18.968106312292356
DE,,,35-44,,,Q043,50.28425403983464
DE,,,35-44,,,Q044,23.687727963525838
DE,,,35-44,,,Q045,28.40388127853881
DE,,,35-44,,,Q046,35.56621331424481
DE,,,35-44,,,Q047,23.00796800492232
DE,,,45-54,,,Q018,40.9639375
DE,,,45-54,,,Q019,15.926028277634963
DE,,,45-54,,,Q043,48.50236432025793
DE,,,45-54,,,Q044,19.381403604587657
DE,,,45-54,,,Q045,29.10458015267176
DE,,,45-54,,,Q046,29.70301935483871
DE,,,45-54,,,Q047,26.721231638418082
DE,,,55-64,,,Q018,39.63844723384472
DE,,,55-64,,,Q019,17.67267942583732
DE,,,55-64,,,Q043,50.53151782138566
DE,,,55-64,,,Q044,19.56130081300813
DE,,,55-64,,,Q045,32.055704971475144
DE,,,55-64,,,Q046,28.582355190212194
DE,,,55-64,,,Q047,28.72344432080801
DE,,,65+,,,Q018,32.309421112372306
DE,,,65+,,,Q019,15.584068195179306
DE,,,65+,,,Q043,51.44431060694655
DE,,,65+,,,Q044,19.36321002386635
DE,,,65+,,,Q045,38.43334130019121
DE,,,65+,,,Q046,28.108410372040584
DE,,,65+,,,Q047,33.55981802470391
DE,,,,American Indian/Alaska Native,,Q047,38.4
DE,,,,Asian,,Q018,29.618499999999997
DE,,,,Asian,,Q019,14.091414141414141
DE,,,,Asian,,Q043,48.09180790960452
DE,,,,Asian,,Q044,18.004022988505746
DE,,,,Asian,,Q045,28.449572649572648
DE,,,,Asian,,Q046,31.91166666666667
DE,,,,Asian,,Q047,22.05124716553288
DE,,,,Hispanic,,Q018,28.88762278978389
DE,,,,Hispanic,,Q019,40.22984771573604
DE,,,,Hispanic,,Q043,41.638659147869674
DE,,,,Hispanic,,Q044,16.79700636942675
DE,,,,Hispanic,,Q045,23.63825588796945
DE,,,,Hispanic,,Q046,28.04125831820932
DE,,,,Hispanic,,Q047,34.0232206195318
DE,,,,Non-Hispanic Black,,Q018,39.760543717854524
DE,,,,Non-Hispanic Black,,Q019,24.91576542269612
DE,,,,Non-Hispanic Black,,Q043,46.10835629017447
DE,,,,Non-Hispanic Black,,Q044,22.435859058309948
DE,,,,Non-Hispanic Black,,Q045,27.973835573616757
DE,,,,Non-Hispanic Black,,Q046,35.38598429776098
DE,,,,Non-Hispanic Black,,Q047,30.162880815806243
DE,,,,Non-Hispanic White,,Q018,37.999787324542744
DE,,,,Non-Hispanic White,,Q019,15.457296824934458
DE,,,,Non-Hispanic White,,Q043,53.1257450523865
DE,,,,Non-Hispanic White,,Q044,22.66318837154337
DE,,,,Non-Hispanic White,,Q045,34.37191370829135
DE,,,,Non-Hispanic White,,Q046,32.683378241832266
DE,,,,Non-Hispanic White,,Q047,24.70852509927706
DE,,,,Other,,Q018,36.42727272727272
DE,,,,Other,,Q019,23.504761904761903
DE,,,,Other,,Q043,54.78117647058823
DE,,,,Other,,Q044,31.665558912386704
DE,,,,Other,,Q045,37.779341317365265
DE,,,,Other,,Q046,43.79669421487603
DE,,,,Other,,Q047,25.722591362126252
DE,,,,,<High school,Q018,41.095870535714276
DE,,,,,<High school,Q019,35.158522050059595
DE,,,,,<High school,Q043,38.63220064724919
DE,,,,,<High school,Q044,13.79757308328737
DE,,,,,<High school,Q045,25.50186097427477
DE,,,,,<High school,Q046,23.684979423868313
DE,,,,,<High school,Q047,42.339048239895696
DE,,,,,College,Q018,32.39109009457442
DE,,,,,College,Q019,12.109021601016519
DE,,,,,College,Q043,59.40992779783393
DE,,,,,College,Q044,28.354416799817393
DE,,,,,College,Q045,36.21685251178297
DE,,,,,College,Q046,39.01637502700367
DE,,,,,College,Q047,15.368138924019847
DE,,,,,High school,Q018,41.15619189289699
DE,,,,,High school,Q019,23.263273146369574
DE,,,,,High school,Q043,44.74537628024343
DE,,,,,High school,Q044,18.20443737694987
DE,,,,,High school,Q045,29.23714804722979
DE,,,,,High school,Q046,29.484344956234757
DE,,,,,High school,Q047,32.57636294800606
DE,,,,,Some college/tech,Q018,37.0012470771629
DE,,,,,Some college/tech,Q019,16.75278111244498
DE,,,,,Some college/tech,Q043,52.96384767556874
DE,,,,,Some college/tech,Q044,23.85618599966426
DE,,,,,Some college/tech,Q045,33.4825875649405
DE,,,,,Some college/tech,Q046,34.79262957679506
DE,,,,,Some college/tech,Q047,24.14449975460983
DE,,,,,,Q018,37.088099355447255
DE,,,,,,Q019,19.728736286062574
DE,,,,,,Q043,50.95494659921304
DE,,,,,,Q044,22.454050669147637
DE,,,,,,Q045,32.49952635544871
DE,,,,,,Q046,33.1507764390897
DE,,,,,,Q047,26.29152791021785
FL,15000 - 24999,,,,,Q018,36.983435385111186
FL,15000 - 24999,,,,,Q019,26.068623883559376
FL,15000 - 24999,,,,,Q043,45.139759187257
FL,15000 - 24999,,,,,Q044,18.057177631157515
FL,15000 - 24999,,,,,Q045,29.06617478692278
FL,15000 - 24999,,,,,Q046,27.554473716158792
FL,15000 - 24999,,,,,Q047,36.262378324756654
FL,25000 - 34999,,,,,Q018,36.41292839230984
FL,25000 - 34999,,,,,Q019,19.930085470085473
FL,25000 - 34999,,,,,Q043,47.323360696271386
FL,25000 - 34999,,,,,Q044,19.42129573478876
FL,25000 - 34999,,,,,Q045,30.542799556585706
FL,25000 - 34999,,,,,Q046,29.75640927380724
FL,25000 - 34999,,,,,Q047,32.412446965959546
FL,35000 - 49999,,,,,Q018,36.9433657726086
FL,35000 - 49999,,,,,Q019,15.032933692194765
FL,35000 - 49999,,,,,Q043,53.54938126104891
FL,35000 - 49999,,,,,Q044,22.795300462249617
FL,35000 - 49999,,,,,Q045,34.09233801851217
FL,35000 - 49999,,,,,Q046,32.717757388762585
FL,35000 - 49999,,,,,Q047,25.520715481171553
FL,50000 - 74999,,,,,Q018,36.33482272948033
FL,50000 - 74999,,,,,Q019,16.771516798418975
FL,50000 - 74999,,,,,Q043,57.357097073458725
FL,50000 - 74999,,,,,Q044,24.54780454467794
FL,50000 - 74999,,,,,Q045,38.390483968022004
FL,50000 - 74999,,,,,Q046,34.986536585365855
FL,50000 - 74999,,,,,Q047,20.889010296280734
FL,75000 or greater,,,,,Q018,33.20849978750531
FL,75000 or greater,,,,,Q019,12.739509536784743
FL,75000 or greater,,,,,Q043,62.712151416732
FL,75000 or greater,,,,,Q044,29.763581819210955
FL,75000 or greater,,,,,Q045,40.666508976916504
FL,75000 or greater,,,,,Q046,40.41955605962411
FL,75000 or greater,,,,,Q047,14.827771553490916
FL,Less than 15000,,,,,Q018,42.419312009656004
FL,Less than 15000,,,,,Q019,33.21755319148936
FL,Less than 15000,,,,,Q043,39.08815954773869
FL,Less than 15000,,,,,Q044,13.736973262032086
FL,Less than 15000,,,,,Q045,23.76306037695666
FL,Less than 15000,,,,,Q046,23.455433245808926
FL,Less than 15000,,,,,Q047,42.255825111865875
FL,,Female,,,,Q018,34.04208232699779
FL,,Female,,,,Q019,18.207972689640343
FL,,Female,,,,Q043,50.26834662998625
FL,,Female,,,,Q044,19.46744042381924
FL,,Female,,,,Q045,31.63196013164784
FL,,Female,,,,Q046,27.76436466033087
FL,,Female,,,,Q047,29.413889754247922
FL,,Male,,,,Q018,38.27524726534355
FL,,Male,,,,Q019,22.310613654836086
FL,,Male,,,,Q043,54.89776778950558
FL,,Male,,,,Q044,26.50956984547348
FL,,Male,,,,Q045,36.82203315769182
FL,,Male,,,,Q046,38.3584219172787
FL,,Male,,,,Q047,24.771097064160646
FL,,,18-24,,,Q018,42.17771114442779
FL,,,18-24,,,Q019,27.653519668737054
FL,,,18-24,,,Q043,55.35408762420958
FL,,,18-24,,,Q044,31.847706422018348
FL,,,18-24,,,Q045,33.77920631236946
FL,,,18-24,,,Q046,47.333214060197854
FL,,,18-24,,,Q047,18.45042139215482
FL,,,25-34,,,Q018,37.16145691764066
FL,,,25-34,,,Q019,20.473469387755102
FL,,,25-34,,,Q043,50.62814715228551
FL,,,25-34,,,Q044,25.300509443339966
FL,,,25-34,,,Q045,28.206863979848865
FL,,,25-34,,,Q046,38.109481257978416
FL,,,25-34,,,Q047,22.312841576815565
FL,,,35-44,,,Q018,34.100081366965014
FL,,,35-44,,,Q019,19.05313108822711
FL,,,35-44,,,Q043,50.12410618711196
FL,,,35-44,,,Q044,23.663436411149824
FL,,,35-44,,,Q045,29.649355613805156
FL,,,35-44,,,Q046,35.081490872210956
FL,,,35-44,,,Q047,25.962930161943323
FL,,,45-54,,,Q018,38.490515463917525
FL,,,45-54,,,Q019,20.833025210084035
FL,,,45-54,,,Q043,49.50540520610575
FL,,,45-54,,,Q044,20.52128343044972
FL,,,45-54,,,Q045,30.302239086332563
FL,,,45-54,,,Q046,29.07048754822869
FL,,,45-54,,,Q047,28.898001215718526
FL,,,55-64,,,Q018,36.57668279806423
FL,,,55-64,,,Q019,18.023909458851747
FL,,,55-64,,,Q043,51.365323801074986
FL,,,55-64,,,Q044,19.744792108612643
FL,,,55-64,,,Q045,34.213279262086516
FL,,,55-64,,,Q046,27.97016390175858
FL,,,55-64,,,Q047,29.760310081479403
FL,,,65+,,,Q018,32.01739850869925
FL,,,65+,,,Q019,18.559086658354115
FL,,,65+,,,Q043,56.0062431877519
FL,,,65+,,,Q044,20.362742346275795
FL,,,65+,,,Q045,42.44210241476174
FL,,,65+,,,Q046,27.47909779614325
FL,,,65+,,,Q047,31.86165347081569
FL,,,,American Indian/Alaska Native,,Q018,29.475818639798486
FL,,,,American Indian/Alaska Native,,Q019,12.754545454545454
FL,,,,American Indian/Alaska Native,,Q043,51.58228388473852
FL,,,,American Indian/Alaska Native,,Q044,24.28056768558952
FL,,,,American Indian/Alaska Native,,Q045,33.906129032258065
FL,,,,American Indian/Alaska Native,,Q046,34.536372847011144
FL,,,,American Indian/Alaska Native,,Q047,31.674528782475804
FL,,,,Asian,,Q018,30.92
FL,,,,Asian,,Q019,10.092233009708737
FL,,,,Asian,,Q043,53.85168018539976
FL,,,,Asian,,Q044,22.079599056603772
FL,,,,Asian,,Q045,32.67124260355029
FL,,,,Asian,,Q046,34.817532467532466
FL,,,,Asian,,Q047,20.66257425742574
FL,,,,Hawaiian/Pacific Islander,,Q047,14.7
FL,,,,Hispanic,,Q018,35.641266088783816
FL,,,,Hispanic,,Q019,31.811213935764837
FL,,,,Hispanic,,Q043,46.44412282632621
FL,,,,Hispanic,,Q044,22.10193924447932
FL,,,,Hispanic,,Q045,27.486767357980163
FL,,,,Hispanic,,Q046,31.714523560209425
FL,,,,Hispanic,,Q047,33.432494809521515
FL,,,,Non-Hispanic Black,,Q018,34.27412160097769
FL,,,,Non-Hispanic Black,,Q019,28.690233749599745
FL,,,,Non-Hispanic Black,,Q043,45.963714849531335
FL,,,,Non-Hispanic Black,,Q044,22.832001512477945
FL,,,,Non-Hispanic Black,,Q045,28.42903347596275
FL,,,,Non-Hispanic Black,,Q046,35.73569180557175
FL,,,,Non-Hispanic Black,,Q047,29.562775157232707
FL,,,,Non-Hispanic White,,Q018,37.346068231308976
FL,,,,Non-Hispanic White,,Q019,14.152589871641421
FL,,,,Non-Hispanic White,,Q043,56.65933559035125
FL,,,,Non-Hispanic White,,Q044,23.295816747380975
FL,,,,Non-Hispanic White,,Q045,38.40783556372408
FL,,,,Non-Hispanic White,,Q046,32.629785152268745
FL,,,,Non-Hispanic White,,Q047,24.200663032471944
FL,,,,Other,,Q018,34.94977973568282
FL,,,,Other,,Q019,16.58457142857143
FL,,,,Other,,Q043,51.767756315007425
FL,,,,Other,,Q044,24.763961204696276
FL,,,,Other,,Q045,36.49692230070636
FL,,,,Other,,Q046,38.96829501915709
FL,,,,Other,,Q047,26.830435878054924
FL,,,,,<High school,Q018,41.07178899082569
FL,,,,,<High school,Q019,33.703748488512694
FL,,,,,<High school,Q043,36.81170483460559
FL,,,,,<High school,Q044,12.911595580373055
FL,,,,,<High school,Q045,23.960658233778403
FL,,,,,<High school,Q046,22.53704565602837
FL,,,,,<High school,Q047,44.61551457597172
FL,,,,,College,Q018,30.487949300037833
FL,,,,,College,Q019,13.861206979658728
FL,,,,,College,Q043,62.05525399224551
FL,,,,,College,Q044,29.876883333333332
FL,,,,,College,Q045,39.281285589870706
FL,,,,,College,Q046,40.154957666980245
FL,,,,,College,Q047,15.63873876719468
FL,,,,,High school,Q018,40.378449062341616
FL,,,,,High school,Q019,23.412605042016807
FL,,,,,High school,Q043,49.136297408112455
FL,,,,,High school,Q044,19.8118006141862
FL,,,,,High school,Q045,32.81379811454335
FL,,,,,High school,Q046,29.516381952027047
FL,,,,,High school,Q047,32.07383859175924
FL,,,,,Some college/tech,Q018,34.67457874744327
FL,,,,,Some college/tech,Q019,17.33928926936094
FL,,,,,Some college/tech,Q043,54.486491714723705
FL,,,,,Some college/tech,Q044,24.196618680950785
FL,,,,,Some college/tech,Q045,35.42383970177074
FL,,,,,Some college/tech,Q046,34.48842482100238
FL,,,,,Some college/tech,Q047,24.64574912339436
FL,,,,,,Q018,35.878259027587404
FL,,,,,,Q019,20.770411628505276
FL,,,,,,Q043,52.55793824459032
FL,,,,,,Q044,23.150923524109132
FL,,,,,,Q045,34.36663207200588
FL,,,,,,Q046,33.18169783135013
FL,,,,,,Q047,27.31945998447646
GA,15000 - 24999,,,,,Q018,43.347160399079044
GA,15000 - 24999,,,,,Q019,24.4701976284585
GA,15000 - 24999,,,,,Q043,43.004839540072076
GA,15000 - 24999,,,,,Q044,18.658677830106402
GA,15000 - 24999,,,,,Q045,27.995680083275506
GA,15000 - 24999,,,,,Q046,29.56668333333333
GA,15000 - 24999,,,,,Q047,35.272452633149335
GA,25000 - 34999,,,,,Q018,43.461460101867566
GA,25000 - 34999,,,,,Q019,24.94911660777385
GA,25000 - 34999,,,,,Q043,49.57308382466034
GA,25000 - 34999,,,,,Q044,21.55910751565762
GA,25000 - 34999,,,,,Q045,32.098591181841904
GA,25000 - 34999,,,,,Q046,32.51891017666086
GA,25000 - 34999,,,,,Q047,30.443703378674858
GA,35000 - 49999,,,,,Q018,43.661188118811886
GA,35000 - 49999,,,,,Q019,18.023242688558238
GA,35000 - 49999,,,,,Q043,49.79246185379185
GA,35000 - 49999,,,,,Q044,22.308993973110802
GA,35000 - 49999,,,,,Q045,31.963287037037034
GA,35000 - 49999,,,,,Q046,34.06590455049945
GA,35000 - 49999,,,,,Q047,26.312581888246626
GA,50000 - 74999,,,,,Q018,40.25221978021978
GA,50000 - 74999,,,,,Q019,13.7568848758465
GA,50000 - 74999,,,,,Q043,53.63729718628055
GA,50000 - 74999,,,,,Q044,24.829972922307853
GA,50000 - 74999,,,,,Q045,32.58078291814947
GA,50000 - 74999,,,,,Q046,36.96351270254051
GA,50000 - 74999,,,,,Q047,21.17979572568878
GA,75000 or greater,,,,,Q018,39.553506139154166
GA,75000 or greater,,,,,Q019,12.533982202447163
GA,75000 or greater,,,,,Q043,59.13250512604028
GA,75000 or greater,,,,,Q044,26.987329434697855
GA,75000 or greater,,,,,Q045,35.60238529877084
GA,75000 or greater,,,,,Q046,38.2883500887049
GA,75000 or greater,,,,,Q047,14.75238422136558
GA,Less than 15000,,,,,Q018,46.239294871794876
GA,Less than 15000,,,,,Q019,30.992462987886945
GA,Less than 15000,,,,,Q043,38.849919311457775
GA,Less than 15000,,,,,Q044,14.299945175438598
GA,Less than 15000,,,,,Q045,26.23416485900217
GA,Less than 15000,,,,,Q046,24.8892745302714
GA,Less than 15000,,,,,Q047,40.99400970758849
GA,,Female,,,,Q018,38.62863961813842
GA,,Female,,,,Q019,16.820282413350448
GA,,Female,,,,Q043,48.5791790242854
GA,,Female,,,,Q044,18.858627339264586
GA,,Female,,,,Q045,30.208475391205525
GA,,Female,,,,Q046,28.306184417086673
GA,,Female,,,,Q047,28.50641725588472
GA,,Male,,,,Q018,44.036603110888116
GA,,Male,,,,Q019,21.459678256357034
GA,,Male,,,,Q043,53.665368682684345
GA,,Male,,,,Q044,26.910730948678072
GA,,Male,,,,Q045,34.55858925454193
GA,,Male,,,,Q046,39.89461770314326
GA,,Male,,,,Q047,23.097993217227224
GA,,,18-24,,,Q018,46.04279437609842
GA,,,18-24,,,Q019,21.79171171171171
GA,,,18-24,,,Q043,54.733348815606135
GA,,,18-24,,,Q044,29.23216816249409
GA,,,18-24,,,Q045,35.39990623534927
GA,,,18-24,,,Q046,45.3608299133607
GA,,,18-24,,,Q047,17.718998883513212
GA,,,25-34,,,Q018,39.18373278939316
GA,,,25-34,,,Q019,19.48363252375924
GA,,,25-34,,,Q043,51.2264039408867
GA,,,25-34,,,Q044,26.55954103267648
GA,,,25-34,,,Q045,28.943916397113707
GA,,,25-34,,,Q046,41.584806497849975
GA,,,25-34,,,Q047,20.753323029366307
GA,,,35-44,,,Q018,40.6459410430839
GA,,,35-44,,,Q019,17.32732316227462
GA,,,35-44,,,Q043,49.33973022685469
GA,,,35-44,,,Q044,22.81114345114345
GA,,,35-44,,,Q045,28.20234002899151
GA,,,35-44,,,Q046,34.199129918924264
GA,,,35-44,,,Q047,23.933597342871742
GA,,,45-54,,,Q018,40.5194847605225
GA,,,45-54,,,Q019,17.762161158559227
GA,,,45-54,,,Q043,49.747022876841115
GA,,,45-54,,,Q044,20.818696479543288
GA,,,45-54,,,Q045,30.269525170716214
GA,,,45-54,,,Q046,29.79752090800478
GA,,,45-54,,,Q047,26.912166612851145
GA,,,55-64,,,Q018,44.87609361939259
GA,,,55-64,,,Q019,18.844896788990827
GA,,,55-64,,,Q043,49.60669276887312
GA,,,55-64,,,Q044,18.39793840039742
GA,,,55-64,,,Q045,32.863398935511825
GA,,,55-64,,,Q046,27.110628531073445
GA,,,55-64,,,Q047,29.546268969126114
GA,,,65+,,,Q018,37.95458958517211
GA,,,65+,,,Q019,19.38327424078927
GA,,,65+,,,Q043,51.508860473862356
GA,,,65+,,,Q044,18.73076032419915
GA,,,65+,,,Q045,38.44685093932862
GA,,,65+,,,Q046,26.961199855439105
GA,,,65+,,,Q047,34.90572219246563
GA,,,,American Indian/Alaska Native,,Q018,24.0
GA,,,,American Indian/Alaska Native,,Q019,17.8
GA,,,,American Indian/Alaska Native,,Q043,39.70695652173912
GA,,,,American Indian/Alaska Native,,Q044,16.25913043478261
GA,,,,American Indian/Alaska Native,,Q045,32.36608695652174
GA,,,,American Indian/Alaska Native,,Q046,36.9497737556561
GA,,,,American Indian/Alaska Native,,Q047,36.59913644214163
GA,,,,Asian,,Q018,41.777049180327865
GA,,,,Asian,,Q019,16.74646464646465
GA,,,,Asian,,Q043,48.82683823529412
GA,,,,Asian,,Q044,21.39369202226345
GA,,,,Asian,,Q045,25.884870848708488
GA,,,,Asian,,Q046,37.25347222222222
GA,,,,Asian,,Q047,19.114474553866494
GA,,,,Hispanic,,Q018,32.32937984496124
GA,,,,Hispanic,,Q019,38.8034789644013
GA,,,,Hispanic,,Q043,42.29870190078813
GA,,,,Hispanic,,Q044,18.127646502835542
GA,,,,Hispanic,,Q045,23.201220657276995
GA,,,,Hispanic,,Q046,31.31691964285714
GA,,,,Hispanic,,Q047,31.130772086117293
GA,,,,Non-Hispanic Black,,Q018,41.23257823446988
GA,,,,Non-Hispanic Black,,Q019,23.03239436619718
GA,,,,Non-Hispanic Black,,Q043,47.65337673802693
GA,,,,Non-Hispanic Black,,Q044,24.477615298087738
GA,,,,Non-Hispanic Black,,Q045,29.366081871345028
GA,,,,Non-Hispanic Black,,Q046,36.471970895286304
GA,,,,Non-Hispanic Black,,Q047,27.95773632710117
GA,,,,Non-Hispanic White,,Q018,42.81325827005324
GA,,,,Non-Hispanic White,,Q019,14.691206617514837
GA,,,,Non-Hispanic White,,Q043,53.91273560674912
GA,,,,Non-Hispanic White,,Q044,22.324107860472598
GA,,,,Non-Hispanic White,,Q045,35.18384223408097
GA,,,,Non-Hispanic White,,Q046,32.4593964229635
GA,,,,Non-Hispanic White,,Q047,24.531843770819457
GA,,,,Other,,Q018,37.831340206185565
GA,,,,Other,,Q019,13.94821052631579
GA,,,,Other,,Q043,58.75255391600454
GA,,,,Other,,Q044,30.925029239766083
GA,,,,Other,,Q045,38.33595375722543
GA,,,,Other,,Q046,43.33982777179763
GA,,,,Other,,Q047,23.20951317552479
GA,,,,,<High school,Q018,45.137438692098094
GA,,,,,<High school,Q019,33.792032332563515
GA,,,,,<High school,Q043,38.09491055681532
GA,,,,,<High school,Q044,13.963936115404431
GA,,,,,<High school,Q045,25.686449312277126
GA,,,,,<High school,Q046,25.416770783277272
GA,,,,,<High school,Q047,42.387989690721646
GA,,,,,College,Q018,35.17824201243314
GA,,,,,College,Q019,11.419051825677268
GA,,,,,College,Q043,60.32683570684266
GA,,,,,College,Q044,29.19718895307877
GA,,,,,College,Q045,35.81182506545892
GA,,,,,College,Q046,40.20884176835367
GA,,,,,College,Q047,13.998025129511433
GA,,,,,High school,Q018,44.34156034302447
GA,,,,,High school,Q019,23.751764190225725
GA,,,,,High school,Q043,47.251959472376214
GA,,,,,High school,Q044,19.479017420238794
GA,,,,,High school,Q045,30.952363389304086
GA,,,,,High school,Q046,30.115129936187923
GA,,,,,High school,Q047,31.564891060241912
GA,,,,,Some college/tech,Q018,42.03177782366302
GA,,,,,Some college/tech,Q019,15.48514090520922
GA,,,,,Some college/tech,Q043,52.72789258260957
GA,,,,,Some college/tech,Q044,24.25079203899269
GA,,,,,Some college/tech,Q045,33.83583510584422
GA,,,,,Some college/tech,Q046,35.79807748043667
GA,,,,,Some college/tech,Q047,23.15267842627215
GA,,,,,,Q018,40.69173948958741
GA,,,,,,Q019,19.105302757253558
GA,,,,,,Q043,51.46302461899179
GA,,,,,,Q044,23.006557591053483
GA,,,,,,Q045,32.76651623961294
GA,,,,,,Q046,34.12513030377066
GA,,,,,,Q047,25.756062182301054
GU,15000 - 24999,,,,,Q018,43.22735483870967
GU,15000 - 24999,,,,,Q019,31.60811518324607
GU,15000 - 24999,,,,,Q043,43.33511293634496
GU,15000 - 24999,,,,,Q044,17.16473029045643
GU,15000 - 24999,,,,,Q045,30.128734439834023
GU,15000 - 24999,,,,,Q046,31.86497512437811
GU,15000 - 24999,,,,,Q047,32.76537102473498
GU,25000 - 34999,,,,,Q018,39.81310924369748
GU,25000 - 34999,,,,,Q019,30.984562607204115
GU,25000 - 34999,,,,,Q043,50.36329113924051
GU,25000 - 34999,,,,,Q044,22.785531370038413
GU,25000 - 34999,,,,,Q045,33.61600512163892
GU,25000 - 34999,,,,,Q046,35.61039603960396
GU,25000 - 34999,,,,,Q047,32.767628205128204
GU,35000 - 49999,,,,,Q018,51.31463046757164
GU,35000 - 49999,,,,,Q019,28.472024729520868
GU,35000 - 49999,,,,,Q043,46.420301624129934
GU,35000 - 49999,,,,,Q044,22.91915887850467
GU,35000 - 49999,,,,,Q045,30.940188014101057
GU,35000 - 49999,,,,,Q046,38.51412680756396
GU,35000 - 49999,,,,,Q047,25.169845666798576
GU,50000 - 74999,,,,,Q018,51.50284360189574
GU,50000 - 74999,,,,,Q019,24.453945249597425
GU,50000 - 74999,,,,,Q043,49.63848797250859
GU,50000 - 74999,,,,,Q044,28.166666666666668
GU,50000 - 74999,,,,,Q045,33.4570093457944
GU,50000 - 74999,,,,,Q046,40.9
GU,50000 - 74999,,,,,Q047,23.831467964314683
GU,75000 or greater,,,,,Q018,47.455952380952375
GU,75000 or greater,,,,,Q019,19.72182182182182
GU,75000 or greater,,,,,Q043,58.13492063492063
GU,75000 or greater,,,,,Q044,27.891269841269843
GU,75000 or greater,,,,,Q045,35.013574297188754
GU,75000 or greater,,,,,Q046,39.106274206041824
GU,75000 or greater,,,,,Q047,18.25529692629066
GU,Less than 15000,,,,,Q018,42.089051094890515
GU,Less than 15000,,,,,Q019,31.621428571428577
GU,Less than 15000,,,,,Q043,41.86510948905109
GU,Less than 15000,,,,,Q044,16.87503671071953
GU,Less than 15000,,,,,Q045,28.814053254437873
GU,Less than 15000,,,,,Q046,26.83903818953324
GU,Less than 15000,,,,,Q047,42.70174650698603
GU,,Female,,,,Q018,43.5547212741752
GU,,Female,,,,Q019,27.301122291021674
GU,,Female,,,,Q043,44.921921921921914
GU,,Female,,,,Q044,18.902764277035235
GU,,Female,,,,Q045,28.919388379204893
GU,,Female,,,,Q046,28.218619489559167
GU,,Female,,,,Q047,32.95471505760017
GU,,Male,,,,Q018,47.95916530278233
GU,,Male,,,,Q019,27.94744341994971
GU,,Male,,,,Q043,51.743752039151715
GU,,Male,,,,Q044,27.426784544859203
GU,,Male,,,,Q045,33.8356105610561
GU,,Male,,,,Q046,43.059098026933924
GU,,Male,,,,Q047,25.22341635391789
GU,,,18-24,,,Q018,51.989046653144015
GU,,,18-24,,,Q019,28.566173361522196
GU,,,18-24,,,Q043,52.60911949685535
GU,,,18-24,,,Q044,28.568621236133122
GU,,,18-24,,,Q045,32.24826498422713
GU,,,18-24,,,Q046,47.257894736842104
GU,,,18-24,,,Q047,20.154476806903993
GU,,,25-34,,,Q018,47.94426433915211
GU,,,25-34,,,Q019,28.123918575063616
GU,,,25-34,,,Q043,46.05798479087453
GU,,,25-34,,,Q044,25.551677852348995
GU,,,25-34,,,Q045,27.10183044315992
GU,,,25-34,,,Q046,40.31652739090065
GU,,,25-34,,,Q047,24.87110813525276
GU,,,35-44,,,Q018,43.3673392181589
GU,,,35-44,,,Q019,23.672036082474225
GU,,,35-44,,,Q043,49.54201520912547
GU,,,35-44,,,Q044,24.222339405560884
