locationabbr,income,sex,ageyears,race_ethnicity,education,obesity_pct,Q018,Q019,Q043,Q044,Q045,Q046,Q047
HI,,,,Hawaiian/Pacific Islander,,48.97882332402235,43.786410102224885,24.110635696821515,57.24784403669725,28.149005090236003,41.11816048803379,38.26040122110772,26.208647561588737
HI,,,,Hispanic,,31.793893866299104,41.920865904990976,21.41861604409063,59.23387348083516,28.508788449466415,37.619993692841376,41.10604047115675,19.17562449637389
HI,,,,Non-Hispanic Black,,31.64845070422535,48.29904306220096,31.397014925373135,60.33092783505155,28.47225130890052,40.30486486486486,43.15095238095238,15.679038718291055
HI,,,,Non-Hispanic White,,18.859559248091355,30.965239154616242,13.409326788218793,67.61897439617032,31.258546168958738,45.56989081849491,40.7056752160975,14.303533825105603
HI,,,,Other,,34.30571762553364,43.78899643402955,25.16033548387097,59.09589178356714,27.91329531477133,39.85419057261784,38.03096143400326,20.832961536537788
HI,,,,,<High school,28.298207784934192,40.96751773049645,28.65883211678832,46.901355514479356,19.237601499063086,31.60280199252802,31.29019138755981,34.46510673234812
HI,,,,,College,18.04215708323962,34.78873329770176,15.793394495412846,64.51306316504414,29.720319064380607,41.40622105323346,39.12307607920575,13.326795539757512
HI,,,,,High school,28.01776623167392,44.0184540520307,26.308123088685015,54.500824379399766,22.902424920723746,36.79275457531675,34.100180066624645,25.746995614901433
HI,,,,,Some college/tech,24.198141778209827,40.7816510750041,21.39003990688394,60.23636519209378,26.701872852233677,40.07051448335495,36.90649555610931,20.336573533702946
HI,,,,,,23.64289196364658,40.135234518640225,21.572619331268363,58.98800698785545,26.09412411925266,39.0871232,36.586441502625334,20.943964892362782
IA,15000 - 24999,,,,,37.394417890064865,43.766420807453414,26.54005557761016,42.585437452033766,15.706107018224118,25.376849873761895,25.25459759481961,34.423846908734056
IA,25000 - 34999,,,,,36.41338079782222,38.50550940096196,24.181121076233186,46.674009238998295,16.145470211718365,28.849556650246306,25.79730236922355,31.938459232613905
IA,35000 - 49999,,,,,35.626728144060415,40.12219807513195,23.237594696969698,48.06420651994043,18.93687020353687,29.78514584387118,30.21230598669623,26.920902811693296
IA,50000 - 74999,,,,,35.87860911575869,40.010958218663994,19.89019706922688,51.402731751007614,19.104984189128142,30.2962435625568,29.42548201438849,21.410898696828127
IA,75000 or greater,,,,,31.288368846738106,37.13771597827875,17.180053235734484,57.104166666666664,25.127820725197868,33.066934367211296,36.44253223495702,15.393962249092144
IA,Less than 15000,,,,,38.24423393739704,45.42279411764706,31.548970251716245,40.780332610267536,15.159934258582908,25.304357378249723,27.77991704113377,36.637531486146095
IA,,Female,,,,33.14369665513264,34.82143520668834,19.11653381737827,50.625879061221084,19.5915337889142,29.318626077357447,28.393146143707312,25.2845498699046
IA,,Male,,,,34.77374952352717,44.26321353065539,24.670520231213874,50.005029570314534,20.53206002007714,31.65603032391454,33.29760787055533,24.044384280567296
IA,,,18-24,,,20.506662646970156,44.79681143485431,29.708896396396398,51.59521897810219,28.407728937728933,28.951218611521416,47.284772099447515,16.037775879253882
IA,,,25-34,,,33.45211677367576,40.72386740331492,21.99466165413534,49.26404317517428,21.008043380027114,25.81379781420765,34.35051282051282,19.8765059127864
IA,,,35-44,,,38.470102432778496,42.396027742749055,21.229890955740856,48.877027027027026,20.37930374904361,27.63636889832144,31.9034457874797,21.70539543983746
IA,,,45-54,,,39.89924535730691,42.21022787493376,21.213310029577844,49.23328859060402,18.458630013519603,27.75990308903695,26.832384040603408,25.064777648996525
IA,,,55-64,,,39.05685643937491,40.38065988794356,20.40459794247323,49.451715217635815,16.586632653061226,31.27718639827135,24.69830691254179,28.05082229866641
IA,,,65+,,,32.26418609967993,30.976023668639055,19.123593731016886,52.79495339547271,17.636525446670277,38.19656716417911,24.64590847827482,32.80978579175705
IA,,,,American Indian/Alaska Native,,45.2,45.5,37.4,,,,,15.6
IA,,,,Asian,,12.778927203065134,35.56113537117904,17.22081447963801,48.26299212598425,17.68804780876494,27.481124497991964,41.53416370106762,22.45608342989571
IA,,,,Hispanic,,36.356352732119056,33.92757379409647,39.72772058823529,40.936775818639795,17.533842239185752,24.40140332640333,29.229376718606783,36.54522790697674
IA,,,,Non-Hispanic Black,,39.80435244161359,36.95283018867924,26.27283950617284,50.00917537746806,23.826846424384527,31.611778846153847,35.1706498951782,29.22561505065123
IA,,,,Non-Hispanic White,,34.0430624474937,39.80958578800749,20.86255699264911,50.88857540746854,19.996042800239515,30.78930429553714,30.419715588147852,23.81751053732389
IA,,,,Other,,36.62162485065711,41.00609756097561,21.828870292887032,52.542356687898085,23.581269841269844,32.97292993630573,35.66548672566372,24.539105504587155
IA,,,,,<High school,35.857045215562565,40.802584933530284,35.00595874713522,39.37130506381227,13.221218487394957,26.61631534569983,25.24635557269572,41.55703272498427
IA,,,,,College,28.845414030604292,30.704461501559127,15.586311833171678,59.33749551489056,25.833357374684457,33.55103553520819,37.11575177353812,13.434920027099475
IA,,,,,High school,35.88466917363334,43.787060998151574,25.580116959064323,45.18683869107683,16.18909914517425,28.773824175824178,25.613221832197674,31.619443222153773
IA,,,,,Some college/tech,35.590123456790124,41.9330055233733,20.72344563133388,50.939681293665124,20.85603673501702,30.59707802547771,32.173879420376906,22.544690593660317
IA,,,,,,33.416848349512904,39.20116744496331,21.948846166956404,50.40426714299891,20.13329719963866,30.828443089595027,30.871772144752445,24.7732134149219
ID,15000 - 24999,,,,,32.073615113672744,41.94447949526813,21.584458735262594,49.565161290322585,17.011719116956318,33.420613008890975,25.27634336677815,29.000338253382537
ID,25000 - 34999,,,,,31.09731222385862,42.14079834110939,20.143001060445386,52.86925904977375,20.488959171937896,34.09630911188004,29.5880174291939,26.299564961787187
ID,35000 - 49999,,,,,31.33,37.98558517849074,15.698859489051095,57.3590817918431,22.774173228346456,37.66475930971844,31.581218166383703,22.26353465346535
ID,50000 - 74999,,,,,30.85844267790441,35.07595581988105,15.121880415944542,59.243021521414875,23.74983853606028,38.41016216216216,33.63667763157895,17.270464878908786
ID,75000 or greater,,,,,26.05004635352287,34.068363512128464,9.948620689655172,65.90050041701417,29.375685680632674,43.42208692710976,37.7778942276685,11.847952951820854
ID,Less than 15000,,,,,32.349915872125635,43.69969072164948,25.546589716684156,45.347685185185185,16.072259332023574,29.52708821233411,27.523168023686154,33.09817590753116
ID,,Female,,,,29.03577515118197,35.5004917246342,14.66400683260127,57.351182542023,22.61772318753745,36.86627208268237,30.423721008592125,21.69070959957771
ID,,Male,,,,29.975003112162323,41.1288501452885,17.746366586708056,57.61527757750541,23.94435158712704,39.37334806629835,34.701160156518156,20.84604581276257
ID,,,18-24,,,18.359645079511406,47.398809523809526,22.592150866462795,59.06196670135276,30.778601921024546,36.494017094017096,45.40443349753694,16.071126607103942
ID,,,25-34,,,29.018080201201624,38.8344470046083,16.872626674432148,55.37809494260006,25.628666035950804,33.185483359746435,37.66033817858203,17.403778239418333
ID,,,35-44,,,32.06426981300089,35.81926061159288,14.858271719038816,57.849071358748766,24.244262701363073,34.933483033932134,33.462922395711956,18.585538104774955
ID,,,45-54,,,35.52120979356698,42.130745880312226,14.63796744390673,54.62103132324739,20.935589566716967,34.8976335214937,28.448929785957194,21.48463879688479
ID,,,55-64,,,33.72930051035725,37.88821096173733,14.692366678285117,58.193504410585405,20.225239409186823,40.705996415186576,27.796210847975555,23.602517016449237
ID,,,65+,,,27.82570463161364,32.133259587020646,15.30155303030303,60.360187617260785,20.150760692756673,47.682709071750175,26.411527067061677,28.019535913349408
ID,,,,American Indian/Alaska Native,,39.68837837837838,42.6,16.469369369369367,58.372205438066466,24.775460122699386,42.09695121951219,33.12478386167147,30.529015544041453
ID,,,,Hispanic,,35.068165650406506,38.22111000991081,24.698168870803666,47.21022598870057,22.828286384976526,26.90831395348837,33.71910724006533,29.276993933947427
ID,,,,Non-Hispanic White,,28.70177303793707,38.25821071218365,15.146639694313329,58.88142653560858,23.238679315200475,39.47165374869577,32.100424865053114,20.16710656860738
ID,,,,Other,,33.25730110775428,42.061089494163426,13.899606299212598,56.31966873706004,23.338993710691824,38.410570824524314,38.16953125,20.122200956937796
ID,,,,,<High school,33.016193693693694,43.26588486140725,24.259136212624586,42.72173288654859,14.026824457593689,29.962094037809017,22.984193548387097,37.06704498555509
ID,,,,,College,25.110827744440524,31.751240580775594,10.963524818739542,66.05613791736847,29.35227841762644,42.835120129214616,38.29923519969786,11.694140871099163
ID,,,,,High school,30.094633106245773,42.508753448708305,19.189680082559338,53.03493500464253,19.83956732474288,36.15575074183976,29.2761563876652,26.106170202195834
ID,,,,,Some college/tech,30.84389113544459,38.48114674441205,15.535704433497536,59.53530121693654,24.416175869120654,38.72786161585053,33.81002782842338,19.21923225391379
ID,,,,,,29.09022689977668,38.468652120826036,16.132860315225045,57.89804482461744,23.558540794387238,38.68041946117995,32.88580799202372,21.241623121014708
IL,15000 - 24999,,,,,34.43602932041248,38.527878395860284,29.692609548724658,43.24673038229376,17.669077117572694,27.981898734177214,27.69738980546663,34.344964957580224
IL,25000 - 34999,,,,,32.58137637460092,38.30621805792163,26.906776715899216,48.01632725973561,19.273232866881948,30.869618874773142,29.579297146833678,31.498169775143804
IL,35000 - 49999,,,,,32.27054253181514,37.64976141785957,21.416574585635356,50.73359273670557,21.3821447162936,30.934704033525406,32.169913967611336,26.27584656084656
IL,50000 - 74999,,,,,32.0330260791367,36.148316408337784,17.732682926829266,54.908322147651006,24.548295964125558,35.01914510686164,34.92585867425071,20.974105754276827
IL,75000 or greater,,,,,27.918107954545455,33.25530562347188,15.920911330049261,58.607265901060074,26.313428539798515,33.790884896872925,37.34423642102971,15.300645740917513
IL,Less than 15000,,,,,36.015464353712716,40.58991031390135,32.42148664343786,42.363254035683944,17.013227739726027,25.97080479452055,26.343537696768845,36.9538286423841
IL,,Female,,,,31.27361905626683,33.46449754040759,18.910298719772403,52.086895933014354,21.1248812744214,30.852084972462624,29.304428945074104,25.71388664900357
IL,,Male,,,,30.77301495972382,39.81897858319605,23.51346348030966,53.79343229869545,25.02793674698795,33.91484736004848,37.86479684878547,22.57282353777272
IL,,,18-24,,,16.25261810565511,43.07883064516129,29.260185185185186,56.482078678970375,31.46281676413255,32.73361016121153,47.08981612446959,16.881722595078298
IL,,,25-34,,,27.980487110098274,40.05857487922705,20.826880394574598,49.422984813084106,24.429477066900382,26.963609641387418,38.69255079006772,19.711504899986576
IL,,,35-44,,,34.72278924327705,37.87832484436899,19.45950603101666,51.08085648738211,21.38790281329923,29.26279069767442,32.92289422135162,21.45619285120532
IL,,,45-54,,,36.12871227965342,36.49246376811595,20.894077337249147,52.535311750599526,20.429756881655614,31.06668686868687,29.173113298591005,23.814486071085497
IL,,,55-64,,,37.10544537815126,35.86493660855785,20.446249498596067,52.68005093378608,20.08435744680851,32.324477202605415,28.079924117452986,27.35734546646991
IL,,,65+,,,30.94330065359477,29.533062006224565,18.190443686006827,55.28941381430621,21.568485224219877,40.426067976301844,28.408545802680642,32.872580726158795
IL,,,,Asian,,9.542267050912583,32.39823529411765,17.559475806451612,53.25268138801261,26.200944386149004,27.80504291845493,37.31942800788955,19.261133973479655
IL,,,,Hispanic,,35.87864171640587,31.9696394686907,37.3831067961165,45.372585272553394,21.090265770092863,26.184303466317857,32.723649058894964,30.20458060678168
IL,,,,Non-Hispanic Black,,40.78945844193455,41.30168175937904,27.254738237243213,48.22082814445828,22.406620646375906,29.61820754716981,35.001687255197346,29.59905031892275
IL,,,,Non-Hispanic White,,29.79953679406731,36.882543504432526,16.776258593923263,55.31702999135303,23.072021033379055,34.410553617333825,32.84872240802675,22.18587395426659
IL,,,,Other,,28.756638418079095,36.60573770491803,27.929411764705886,55.64725274725274,24.975616438356166,32.84818941504178,39.45948051948052,22.542206896551725
IL,,,,,<High school,34.934151898734186,38.81236979166667,38.473134328358206,37.25280675608544,14.310296333500755,22.674405665149216,25.51487130600572,39.408088235294116
IL,,,,,College,24.87558394732717,30.701428808772224,13.677054679637704,59.81415492397103,28.27870266815785,34.48250623341109,39.475415925094794,13.435986067466777
IL,,,,,High school,33.40520005213085,41.127826675693974,25.623742246726398,49.75947652242536,19.20696688741722,32.3254763491006,28.586988322853845,30.734796716930713
IL,,,,,Some college/tech,33.375563345017525,37.76182244359801,19.625988023952097,54.66055279582219,24.29688218757986,33.716891631315086,34.79348473566642,23.07608297742526
IL,,,,,,30.684267151242445,36.720336551004436,20.833769598724423,53.678435398440755,23.5017565909567,32.87156916017629,33.92276609818527,23.858610870372665
IN,15000 - 24999,,,,,37.06859932497589,45.054766839378246,24.68031074203054,39.09447771124418,15.28584995251662,24.71832749798007,26.110539878881582,38.967337479464916
IN,25000 - 34999,,,,,35.79308621407746,44.51642411642411,23.148398576512456,44.07933620851304,15.81417668383896,29.078035782261136,26.686164208993265,34.14058159369669
IN,35000 - 49999,,,,,35.4498699045967,43.92721812721813,21.23651417344934,47.96015274034142,17.91873575444461,29.65387537993921,28.064612037708486,28.045448038003506
IN,50000 - 74999,,,,,35.60225144203932,40.35770266960568,16.854584061953535,52.06076379066478,20.62827921613503,31.683017785427424,31.02211918723578,22.264624207666767
IN,75000 or greater,,,,,30.60721272433444,37.43104400064946,14.179983471074381,56.282260885574885,24.506020626219456,33.67736636971047,35.52205790086941,16.237531801309586
IN,Less than 15000,,,,,37.769805160610844,47.299952380952384,32.46605550049554,37.029580727356965,13.692424242424243,24.194664170372103,25.153197674418603,42.097071428571425
IN,,Female,,,,34.518884602770534,39.035213547503425,17.972485415731782,46.90136368262153,17.528876524864362,28.541722699217267,26.632681609681512,29.68928062068572
IN,,Male,,,,33.499690613325036,44.55807901585049,22.944514030093533,50.611148786111485,21.965224786246207,32.90837727543675,34.64308326105811,25.418254995242627
IN,,,18-24,,,21.85431505714759,43.309772423025436,28.535048678720447,52.46708097928436,28.905895865237365,32.38639846743295,45.10422740524781,18.651374999999998
IN,,,25-34,,,33.724242424242426,43.627640449438196,21.002689204763733,47.88989146626941,21.133483773909308,27.59524014645703,34.98361593462717,23.27653510743504
IN,,,35-44,,,36.98967477825791,42.07665184243964,19.701212319790304,48.95901305748686,19.947940974605356,27.73008102051371,29.944999189495867,24.02103921846241
IN,,,45-54,,,39.55713821842192,42.983043382514865,18.361226330027055,46.92679135292689,17.797305941690244,28.32198598992258,27.146743999081195,28.529084425694343
IN,,,55-64,,,39.03385849094811,43.449440789473684,18.501065088757393,47.004633862149326,16.248496138119037,30.400944252769204,24.602467968011005,31.47233204603678
IN,,,65+,,,31.812021358814025,36.436261094674556,18.337553791718467,49.882572001265956,16.748754467670313,36.62833879722685,25.390611808981333,35.78018882629317
IN,,,,American Indian/Alaska Native,,38.211934156378604,33.09887640449438,20.553448275862067,46.84842406876791,23.00029069767442,36.15630498533724,33.46847826086957,30.19554455445545
IN,,,,Asian,,10.005508870214753,37.86677419354839,13.61578947368421,55.09610705596107,25.422332506203475,30.704773869346734,39.7134693877551,21.81958098307816
IN,,,,Hispanic,,35.65653363740023,34.52487922705314,38.009286898839136,39.67031686859273,18.416202172886162,22.47942720763723,31.190314136125654,34.84514918000395
IN,,,,Non-Hispanic Black,,42.58753829321663,42.71298969072165,28.609245483528163,44.6396002160994,21.925944306589468,28.342209398186316,36.189946686976384,30.781558681589484
IN,,,,Non-Hispanic White,,33.45819052287922,42.278077197099876,18.49749127117548,49.71092532204723,19.369725137666496,31.34362049139934,29.479346032029262,26.803445990066685
IN,,,,Other,,37.93374291115311,42.75817610062892,19.69390444810544,51.11809851088202,26.784759671746773,34.861271676300575,39.566847826086956,26.81625163826999
IN,,,,,<High school,36.52675274663043,46.6337513061651,31.16905286343613,35.72752434648898,12.581899265477439,23.733307352559105,23.350121891760118,43.271927966101686
IN,,,,,College,29.418031667673244,33.26054117189021,13.973911322248615,58.46875036445274,25.903418147470333,34.4893098141352,36.4721118428396,14.451067812892575
IN,,,,,High school,34.7955741409314,46.077788922322526,23.130458970792766,44.60371658839218,16.313675416246966,29.247041507212245,27.188608515638116,33.71199398822284
IN,,,,,Some college/tech,35.59514507615237,41.73475585284281,18.459299600165448,50.758594463036204,21.235743034055726,31.702937765751837,32.10330831450849,24.294763866877975
IN,,,,,,33.5197792574365,41.477241200679195,20.42064832713755,49.20420845272206,20.061484679897035,31.260311883731337,30.963290079531188,27.426721167533625
KS,15000 - 24999,,,,,35.56455888259182,44.16342943854325,24.356644295302015,41.21206601276663,14.638722397476341,26.199693973634652,24.0711674125768,35.36125684009381
KS,25000 - 34999,,,,,35.2004305646392,43.08345030563731,22.279648066682103,45.355597356380265,15.966676935715753,28.517249512870475,25.520653142008907,30.508012041829517
KS,35000 - 49999,,,,,34.880019071079495,40.900033272334056,18.987349295296315,49.579537664989424,18.678798352698927,30.208666469980823,28.192511325028317,26.065182374351426
KS,50000 - 74999,,,,,34.39157739454182,40.374561522773625,16.808861283643893,51.80795836352857,20.103325147673726,30.73701782388933,30.283095971259943,22.477413416962094
KS,75000 or greater,,,,,29.810586360013662,35.81878771001578,12.887421265394378,57.486333681588036,23.83429564936115,33.52879002550297,34.005522900311654,15.43443582810021
KS,Less than 15000,,,,,37.580928337319506,49.32303664921466,30.40135746606335,40.4522713130056,13.454592885375494,25.40470366886171,21.88027426160338,36.99245689655172
KS,,Female,,,,32.617935567901995,37.33505718547986,16.462583821407353,48.97207194244605,17.575009100174725,29.10504275059123,25.46796883153025,26.33055584124164
KS,,Male,,,,32.924908651614516,43.918250986285926,21.060806142034547,50.50527828646931,20.887637845051625,31.300156927040643,32.4928933327355,23.805383896791888
KS,,,18-24,,,20.600517617144934,44.155347871235726,27.002759856630824,51.59958762886598,26.49128464354192,29.134552070698323,42.308743718592964,17.16366251198466
KS,,,25-34,,,32.49022740586888,42.565999599759856,18.49513139132206,47.765707856374135,20.682669696670292,26.10164791790014,33.13657262277952,20.95903898186191
KS,,,35-44,,,37.48146241902564,40.46982611660416,15.356027753686037,49.62690230731468,19.60336689222644,28.0354220054559,29.568536197295145,22.235020328646453
KS,,,45-54,,,37.92783710914248,43.10909490978437,17.066010733452593,48.791449020592665,17.407799266843636,28.316497719209323,25.23297456557032,25.90285260440797
KS,,,55-64,,,38.11787072243345,41.2420461699895,18.717799318278654,49.050060073937146,16.23512681835136,30.875129388725696,23.769821452543965,28.753312933395854
KS,,,65+,,,29.43302111446261,34.431629392971246,17.358287330012118,51.42617202928934,16.5183809465046,36.88107099916762,23.24835764816391,32.468687022435994
KS,,,,American Indian/Alaska Native,,38.07398239823982,43.42732919254659,17.868510638297874,49.19323621227888,20.861211477151965,32.69727463312369,28.23668993020937,31.241605456453307
KS,,,,Asian,,11.330326086956523,33.544067796610165,18.17170626349892,49.54539813857291,21.599367755532143,28.20199161425576,34.889468405215645,21.371209016393443
KS,,,,Hispanic,,36.47997655334115,39.43155316021558,24.380050505050505,43.4096624216697,19.9677868852459,24.959445689830854,31.56000789577576,29.769046605660773
KS,,,,Non-Hispanic Black,,40.66821566464424,42.30470588235294,28.943208430913348,41.981650879566985,20.12563891178895,25.388788870703767,32.32495465146411,30.209258043335527
KS,,,,Non-Hispanic White,,32.2163977144891,40.77097435897436,17.384013204432918,50.944732988954094,18.748684958098575,30.99013919327134,27.932342395497663,24.170844352039296
KS,,,,Other,,36.38310273770974,43.99048152295633,18.827771428571427,49.7601478112564,24.394043528064145,32.498339060710194,36.893183009963295,24.987833333333338
KS,,,,,<High school,34.67873395880513,47.25950848449386,27.067769607843136,37.838829687792106,12.489740185852455,24.21909794300812,21.1806561491574,40.986252794147525
KS,,,,,College,28.133733758274087,33.00367494257902,13.295298101476629,58.47115265801703,24.788896714250885,33.7798826533384,35.26431367432151,14.281342195068252
KS,,,,,High school,34.41172648451432,45.45526431912453,23.355021035302723,44.18416657133051,15.190932272147743,28.468219505611046,24.055555147193946,32.30177947812439
KS,,,,,Some college/tech,34.83162244692718,41.72222380714642,17.79531568228106,50.10952285081538,19.483851690886862,30.094214595767767,29.601762243209038,23.73307046950722
KS,,,,,,32.20886096552622,40.57075670895671,18.79429131673388,49.589478276803874,19.196904930199683,30.161214986303793,28.93969052711033,25.07618722047789
KY,15000 - 24999,,,,,38.04448345035105,49.132656421514824,22.004683972911966,38.452665995975856,12.18902377339403,25.417605455923212,21.288138816258616,39.65547194503518
KY,25000 - 34999,,,,,37.24521659618242,44.08337408312959,20.377750155376013,40.85901848311026,14.302019878166082,24.383738796414853,24.45056346381969,33.21798480786416
KY,35000 - 49999,,,,,35.62536900369004,44.63402843601895,17.113928914505284,45.05445906432749,16.823333333333334,27.996389363259333,27.424496797804206,28.72728011558606
KY,50000 - 74999,,,,,35.97237425726002,42.201994415636214,15.156138933764135,46.4555204382638,17.436303979678236,27.941355288157062,28.15512271133619,25.23854021765813
KY,75000 or greater,,,,,30.96129913933473,41.79283163965944,12.195492256637168,54.97704709376326,22.805208775654638,33.38577287512374,33.215690866510535,17.499213585593797
KY,Less than 15000,,,,,37.23747875100653,50.27857935627082,28.790260869565216,36.45596716480741,11.808042553191488,24.354437619148484,20.455903804454962,43.68452686553952
KY,,Female,,,,33.60158074622615,41.41429075511644,16.732976988584888,42.998272521795286,13.920746044014157,25.835625987922015,22.047700701480903,32.31538281823643
KY,,Male,,,,34.4915126202078,47.41110859215597,20.8048,46.20710118021483,19.96351125659697,30.42035239361702,31.550355342282696,28.821475850656743
KY,,,18-24,,,20.384960974681135,41.645683728036666,21.001811023622047,51.660170293282874,29.606356736242887,30.93372641509434,45.267218110579016,18.983168316831684
KY,,,25-34,,,33.78468244084682,46.422375954198465,17.014453125,46.69780280142818,21.357265193370168,27.748954895489547,34.49699974574117,22.874395139416297
KY,,,35-44,,,38.99461088618983,43.13290322580645,14.341782608695652,44.211077651107765,16.611945466349276,26.311024978466836,27.374880478087647,26.156795570551086
KY,,,45-54,,,40.111161939615734,47.14553296364756,18.443748041366344,43.205385487528346,14.760658776557822,26.723347078060574,22.11832391961119,33.123275660509705
KY,,,55-64,,,38.62473103511422,47.29642287537025,19.947300115874853,41.004419773774615,11.804294154884998,26.21419103723964,19.364688912395426,36.75543506777437
KY,,,65+,,,30.051886672595604,40.77740511915269,20.961256304447502,42.57862423157731,11.60895146700228,30.645596868884535,18.513005371783997,40.368299248166835
KY,,,,American Indian/Alaska Native,,30.650628930817614,55.88260869565217,14.2,53.975619834710734,26.9643153526971,35.68744769874477,31.41035598705502,31.909062980030722
KY,,,,Hispanic,,28.88120362737016,35.95505617977528,22.763432835820897,47.964285714285715,23.6,28.01673640167364,36.93795761078999,25.909475332811276
KY,,,,Non-Hispanic Black,,41.865601631543164,41.759170984455956,23.326996805111822,42.36575414582784,22.68715157950624,27.501188589540412,35.96159825115376,32.81717764731462
KY,,,,Non-Hispanic White,,33.76584924598208,45.021481917083214,18.137658895114164,44.477834868887314,15.945941524642336,27.88280032010433,25.368723866413248,30.61716155429009
KY,,,,Other,,34.151981619758764,42.79491525423729,22.529498525073745,47.913282247765004,25.451033591731264,33.488076923076925,37.20614136732329,28.21521052631579
KY,,,,,<High school,35.596250371986905,48.47660332541568,26.63849502487562,34.347477330853295,10.705188679245284,24.766090207992523,18.679151489179343,46.91174924559525
KY,,,,,College,29.322026917702427,36.9291842146311,12.288829368205452,55.47456025203466,23.888251318101933,32.56816748423265,35.45032035880186,16.138854554392864
KY,,,,,High school,35.15907942296004,47.94101786853861,21.567717965653898,40.44919712494265,13.7490461110682,26.588630947805367,22.437388180601534,35.29790062111801
KY,,,,,Some college/tech,35.064082873978336,44.02376821651631,16.785983635716825,47.44277393520205,19.113642190075076,28.55632708999544,30.048241877557835,26.1768188458729
KY,,,,,,33.30108295301559,44.24330050731125,19.10864742457972,44.13103288916275,16.904364215762477,28.016961540692616,26.58714721988206,31.079622875954104
LA,15000 - 24999,,,,,39.223734713915924,47.935102040816325,28.91774865991662,38.84717289242703,15.283712277800745,24.760275380189068,24.92366036249015,38.25020905923345
LA,25000 - 34999,,,,,37.55303684513529,47.52792321116929,29.48224043715847,46.41805929919137,17.269099590723055,30.16194871794872,26.943271088216356,32.953727362066545
LA,35000 - 49999,,,,,37.70491301151679,47.580527817403706,25.36302158273382,46.35291091253723,19.7367067833698,27.67005215481746,30.03163531870429,28.826266730401528
LA,50000 - 74999,,,,,36.89178017848756,43.563387297633874,18.644359949302917,49.36839826839827,20.557525266320674,29.760869565217394,32.14845872518286,25.913482632541132
LA,75000 or greater,,,,,34.002534340659345,46.41,18.166717615590372,54.08817547055252,23.135073484384566,33.04275672371638,33.405167037861915,18.868897399717802
LA,Less than 15000,,,,,39.78038735270097,49.60389016018307,36.82752941176471,35.04357541899441,11.632154515778018,23.687923614846692,21.955089514066493,45.590657400022785
LA,,Female,,,,37.23069655687226,45.29799410857063,23.762747347289935,42.47090539165819,15.291907245778027,25.770549076272058,23.212805888661403,34.100380973114184
LA,,Male,,,,34.828081251715616,48.85693069306931,26.428332707472773,49.360518660128,22.304369464361034,32.57797679112008,35.578153188795696,27.030649245416797
LA,,,18-24,,,22.708823529411763,46.92012422360248,33.3268886043534,51.39888628370457,28.354567022538554,32.40473372781065,43.90414333706606,21.128529910389926
LA,,,25-34,,,34.291727733934614,48.29475500345066,23.43692857142857,48.12176264715241,23.03297906602255,27.265426555484282,35.676873661670236,24.74204515272244
LA,,,35-44,,,41.642379392159086,48.149940405244344,21.01479254359591,43.98533266129033,17.98481141692151,26.09938853503185,29.595647969052227,28.805325316727505
LA,,,45-54,,,42.539087618887294,51.08136557610242,25.94954128440367,42.969769637462235,16.6062380405664,26.578679425837322,25.914619252873564,32.10237943657488
LA,,,55-64,,,40.69067743551214,47.465868042757094,24.655989485542623,42.92750589213919,13.881135788585887,28.06522289410772,22.52871760797342,35.86457146284412
LA,,,65+,,,32.861448809817965,40.95647519582245,24.54184797206554,45.68949348769899,13.815231722916463,32.70839133418292,21.34177937252737,38.499758969495815
LA,,,,American Indian/Alaska Native,,38.30035149384886,44.575892857142854,23.32162162162162,54.46294820717131,29.214285714285715,36.858577405857744,37.24962121212121,29.880691642651296
LA,,,,Hispanic,,34.14057203389831,40.56068601583114,24.95567567567568,45.07231707317074,17.62898009950249,27.72088998763906,31.095794392523363,27.4170223325062
LA,,,,Non-Hispanic Black,,43.7525737778779,43.61661931818182,34.83894967177243,41.18239409249903,19.1179504088631,25.562844759653274,30.27177944246592,34.65189244092804
LA,,,,Non-Hispanic White,,32.8654177486501,49.412717912717916,20.804349384633767,47.800836586726156,18.263004663871484,30.438046599199815,28.007046094693074,29.242325020748524
LA,,,,Other,,34.03489932885906,51.810328638497644,22.114356435643565,43.60412371134021,17.201160092807427,29.541719077568132,29.772154115586687,29.641305942773297
LA,,,,,<High school,37.954298245614034,50.758856607310214,34.99597644749755,36.311708948982435,13.526062161391502,25.495966149506348,23.582391590013145,45.35598275242543
LA,,,,,College,30.31920249498775,43.82376438727149,17.518444393904936,55.26953852450629,24.838346953553323,32.63136033229491,35.00482365654779,16.9244942869234
LA,,,,,High school,37.26609813697193,49.36721044045677,28.432741617357003,42.47272817263908,16.25546370967742,27.252603123748504,26.98299441974841,34.47345947756195
LA,,,,,Some college/tech,37.48099506225848,44.787286135693215,22.313618559807175,48.06153940134392,19.8807301980198,30.166059027777777,30.492022958884853,27.55456363449903
LA,,,,,,35.269558399925664,46.931730518634346,24.89635816906114,45.794380475925784,18.829821491074554,29.25724267669981,29.40748562388569,30.66681485840062
MA,15000 - 24999,,,,,28.86085834578297,36.08325391422737,25.029756097560977,45.667539267015705,17.319526202440777,29.42670584862385,28.146940739722258,34.89440026289846
MA,25000 - 34999,,,,,26.725848361450456,36.73046623794212,21.166503267973855,47.98551912568307,18.4582995951417,31.15924423569599,28.074396918710725,30.24966918274159
MA,35000 - 49999,,,,,27.01997186018957,34.93006169377454,16.162272727272725,53.8163017420489,21.68289004216672,35.55442320155541,31.635816485225508,24.108360128617363
